"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"35",592885,"Christian Yelich","1593","2.2","1.000","3.000","null","4.000","1.993","1.472","0.763","35","35","105.8","28.7","2272","88.5","88.46","0","35","0","0.0","6.15","117","151","121","150","296","320","304"
"34",641355,"Cody Bellinger","1738","2.0","1.000","3.000","null","4.000","1.993","1.464","0.772","34","34","104.3","27.7","2210","87.7","87.48","0","34","0","-0.2","5.95","115","155","130","157","303","327","308"
"33",545361,"Mike Trout","1776","1.9","1.000","3.000","null","4.000","1.993","1.682","0.862","33","33","107.8","27.9","2185","88.3","87.75","0","33","0","-0.5","5.97","104","151","121","144","309","328","302"
"33",624413,"Pete Alonso","1727","1.9","1.000","3.000","null","4.000","1.993","1.555","0.818","33","33","108.4","28.2","2220","89.6","89.05","0","33","0","-0.6","6.01","105","152","118","146","305","329","305"
"30",429665,"Edwin Encarnacion","1828","1.6","1.000","3.000","null","4.000","1.993","1.443","0.781","30","30","105.7","26.2","2169","89.1","89.14","0","30","0","0.0","6.18","108","154","121","147","303","323","294"
"28",592669,"Hunter Renfroe","1331","2.1","1.000","3.000","null","4.000","1.993","1.340","0.708","28","28","105.2","28.4","2295","89.8","89.52","0","28","0","-0.3","5.98","106","151","118","144","306","335","305"
"27",553993,"Eugenio Suarez","1745","1.5","1.000","3.000","null","4.000","1.993","1.313","0.679","27","27","102.1","29.5","2177","90.1","90.02","0","27","0","-0.1","6.11","104","151","116","145","303","323","295"
"27",605137,"Josh Bell","1711","1.6","1.000","3.000","null","4.000","1.993","1.507","0.791","27","27","106.5","26.8","2192","88.8","88.59","0","27","0","-0.2","6.07","116","151","118","150","298","325","301"
"27",624585,"Jorge Soler","1707","1.6","1.000","3.000","null","4.000","1.993","1.550","0.785","27","27","106.5","29.6","2286","89.1","88.67","0","27","0","-0.4","5.87","107","154","120","146","304","330","304"
"26",608324,"Alex Bregman","1910","1.4","1.000","3.000","null","4.000","1.993","0.954","0.529","26","26","100.3","29.6","2244","90.2","89.96","0","26","0","-0.2","6.14","107","153","118","147","301","326","295"
"26",519058,"Mike Moustakas","1582","1.6","1.000","3.000","null","4.000","1.993","1.411","0.745","26","26","104.2","28.5","2205","88.3","87.82","0","26","0","-0.5","5.96","113","157","127","148","298","325","303"
"26",571970,"Max Muncy","1772","1.5","1.000","3.000","null","4.000","1.993","1.392","0.718","26","26","104.0","30.1","2253","90.4","90.39","0","26","0","0.0","6.05","116","156","129","153","302","329","309"
"26",614177,"Franmil Reyes","1286","2.0","1.000","3.000","null","4.000","1.993","1.606","0.844","26","26","107.0","27.1","2313","88.7","88.40","0","26","0","-0.3","6.01","112","154","121","148","311","330","303"
"25",596129,"Daniel Vogelbach","1670","1.5","1.000","3.000","null","4.000","1.993","1.471","0.802","25","25","106.2","26.1","2180","91.4","91.31","0","25","0","-0.1","6.05","119","162","133","151","294","325","301"
"25",595879,"Javier Baez","1569","1.6","1.000","3.000","null","4.000","1.993","1.569","0.824","25","25","105.0","26.8","2332","88.9","88.51","0","25","0","-0.4","5.89","113","152","115","146","303","329","300"
"25",518692,"Freddie Freeman","1805","1.4","1.000","3.000","null","4.000","1.993","1.422","0.730","25","25","104.7","29.8","2188","92.2","91.96","0","25","0","-0.2","6.06","110","160","134","151","302","330","307"
"25",592518,"Manny Machado","1564","1.6","1.000","3.000","null","4.000","1.993","1.267","0.719","25","25","104.9","25.2","2249","90.2","89.94","0","25","0","-0.3","6.02","111","152","118","148","308","330","299"
"25",596146,"Max Kepler","1491","1.7","1.000","3.000","null","4.000","1.993","1.175","0.670","25","25","102.6","25.2","2276","87.9","87.36","0","25","0","-0.5","5.90","118","157","121","152","296","326","298"
"24",596142,"Gary Sanchez","1352","1.8","1.000","3.000","null","4.000","1.993","1.622","0.858","24","24","109.2","26.8","2293","89.5","89.01","0","24","0","-0.5","5.97","107","152","120","144","308","332","297"
"24",660670,"Ronald Acuna Jr.","2009","1.2","1.000","3.000","null","4.000","1.993","1.709","0.861","24","24","108.7","29.3","2303","87.8","87.31","0","24","0","-0.5","5.89","111","154","117","146","314","331","302"
"24",457803,"Jay Bruce","1130","2.1","1.000","3.000","null","4.000","1.993","1.405","0.742","24","24","103.7","28.4","2187","89.3","89.31","0","24","0","0.0","6.24","115","166","133","148","297","320","303"
"24",600524,"Renato Nunez","1540","1.6","1.000","3.000","null","4.000","1.993","1.526","0.817","24","24","107.3","27.5","2106","87.5","87.00","0","24","0","-0.5","5.88","107","153","117","147","299","326","297"
"23",594777,"Kole Calhoun","1534","1.5","1.000","3.000","null","4.000","1.993","1.328","0.694","23","23","103.0","29.9","2230","88.4","87.77","0","23","0","-0.6","5.82","115","161","116","150","297","322","303"
"23",592626,"Joc Pederson","1342","1.7","1.000","3.000","null","4.000","1.993","1.323","0.724","23","23","105.0","27.0","2288","89.5","89.55","0","23","0","0.1","6.09","121","157","116","158","303","326","303"
"23",543807,"George Springer","1321","1.7","1.000","3.000","null","4.000","1.993","1.563","0.841","23","23","106.7","25.0","2255","89.3","88.64","0","23","0","-0.7","5.92","110","153","119","148","297","327","296"
"23",518626,"Josh Donaldson","1707","1.3","1.000","3.000","null","4.000","1.993","1.633","0.842","23","23","105.3","27.3","2281","89.8","89.86","0","23","0","0.1","6.11","106","151","118","146","314","330","300"
"22",608336,"Joey Gallo","1308","1.7","1.000","3.000","null","4.000","1.993","1.724","0.860","22","22","109.2","30.7","2369","89.6","88.75","0","22","0","-0.8","5.95","114","162","137","149","308","330","305"
"22",656305,"Matt Chapman","1784","1.2","1.000","3.000","null","4.000","1.993","1.577","0.837","22","22","105.9","26.0","2269","88.5","88.09","0","22","0","-0.4","5.95","109","151","120","146","305","324","294"
"22",656941,"Kyle Schwarber","1626","1.4","1.000","3.000","null","4.000","1.993","1.536","0.792","22","22","106.7","28.4","2239","91.0","90.80","0","22","0","-0.2","6.01","119","162","116","155","297","326","308"
"22",641820,"Trey Mancini","1660","1.3","1.000","3.000","null","4.000","1.993","1.369","0.760","22","22","104.9","25.8","2208","89.9","89.31","0","22","0","-0.6","5.83","110","152","121","148","306","321","289"
"22",596115,"Trevor Story","1658","1.3","1.000","3.000","null","4.000","1.993","1.371","0.710","22","22","103.9","30.3","2278","88.0","87.88","0","22","0","-0.1","5.93","107","152","119","147","318","337","305"
"22",624577,"Yasiel Puig","1371","1.6","1.000","3.000","null","4.000","1.993","1.396","0.774","22","22","104.5","25.6","2310","88.9","88.67","0","22","0","-0.2","5.97","102","150","116","149","306","323","296"
"22",606466,"Ketel Marte","1655","1.3","1.000","3.000","null","4.000","1.993","1.400","0.760","22","22","104.6","26.3","2220","86.4","86.14","0","22","0","-0.3","5.98","108","149","103","148","303","329","303"
"22",547989,"Jose Abreu","1663","1.3","1.000","3.000","null","4.000","1.993","1.626","0.855","22","22","105.6","26.1","2229","89.0","88.88","0","22","0","-0.1","6.11","109","151","118","146","300","324","297"
"22",500871,"Eduardo Escobar","1701","1.3","1.000","3.000","null","4.000","1.993","1.065","0.566","22","22","101.0","30.4","2265","87.5","86.94","0","22","0","-0.6","5.83","106","149","113","148","301","329","301"
"22",571448,"Nolan Arenado","1536","1.4","1.000","3.000","null","4.000","1.993","1.188","0.631","22","22","101.9","29.5","2310","87.8","87.58","0","22","0","-0.2","5.90","108","152","119","148","312","332","305"
"22",592696,"Eddie Rosario","1253","1.8","1.000","3.000","null","4.000","1.993","1.196","0.626","22","22","101.9","30.0","2150","88.6","88.19","0","22","0","-0.4","5.99","115","148","115","149","298","324","300"
"22",443558,"Nelson Cruz","1348","1.6","1.000","3.000","null","4.000","1.993","1.642","0.831","22","22","106.9","28.5","2123","90.1","89.68","0","22","0","-0.4","5.97","106","153","121","147","311","331","293"
"21",592178,"Kris Bryant","1658","1.3","1.000","3.000","null","4.000","1.993","1.416","0.740","21","21","103.8","28.6","2281","91.5","91.42","0","21","0","-0.1","6.14","109","151","118","146","302","325","300"
"21",656555,"Rhys Hoskins","2067","1.0","1.000","3.000","null","4.000","1.993","1.049","0.540","21","21","102.1","33.0","2367","87.5","87.26","0","21","0","-0.2","6.21","106","150","116","145","300","327","299"
"21",593428,"Xander Bogaerts","1837","1.1","1.000","3.000","null","4.000","1.993","1.253","0.665","21","21","102.4","28.6","2181","89.2","89.38","0","21","0","0.2","6.03","113","152","119","148","292","326","296"
"21",453568,"Charlie Blackmon","1494","1.4","1.000","3.000","null","4.000","1.993","1.162","0.594","21","21","101.8","31.7","2298","87.2","87.16","0","21","0","0.0","5.96","120","150","116","154","302","337","312"
"21",543685,"Anthony Rendon","1523","1.4","1.000","3.000","null","4.000","1.993","1.260","0.669","21","21","102.1","30.0","2206","89.1","88.99","0","21","0","-0.1","6.16","110","152","117","147","300","322","302"
"21",467793,"Carlos Santana","1757","1.2","1.000","3.000","null","4.000","1.993","1.419","0.752","21","21","103.2","27.3","2259","88.0","87.79","0","21","0","-0.2","6.08","119","170","127","151","296","325","305"
"21",502671,"Paul Goldschmidt","1809","1.2","1.000","3.000","null","4.000","1.993","1.638","0.831","21","21","106.0","28.9","2183","90.3","90.41","0","21","0","0.1","6.26","101","151","120","145","311","328","297"
"21",621566,"Matt Olson","1229","1.7","1.000","3.000","null","4.000","1.993","1.522","0.787","21","21","104.4","28.2","2152","88.4","88.10","0","21","0","-0.3","6.03","112","163","122","149","296","325","300"
"20",502110,"J.D. Martinez","1513","1.3","1.000","3.000","null","4.000","1.993","1.568","0.805","20","20","104.8","27.8","2014","87.9","87.50","0","20","0","-0.4","6.11","108","152","121","147","295","327","305"
"20",542303,"Marcell Ozuna","1320","1.5","1.000","3.000","null","4.000","1.993","1.490","0.785","20","20","106.0","27.6","2339","89.2","89.22","0","20","0","0.0","6.16","107","152","119","146","307","326","299"
"20",493329,"Yuli Gurriel","1383","1.4","1.000","3.000","null","4.000","1.993","0.979","0.586","20","20","99.8","25.2","2306","88.9","88.31","0","20","0","-0.6","5.81","105","148","118","142","296","331","297"
"20",650402,"Gleyber Torres","1597","1.3","1.000","3.000","null","4.000","1.993","1.317","0.691","20","20","101.7","28.7","2124","88.6","87.78","0","20","0","-0.8","5.90","107","151","119","145","309","326","288"
"20",657656,"Ramon Laureano","1631","1.2","1.000","3.000","null","4.000","1.993","1.356","0.730","20","20","103.3","26.9","2191","88.5","87.91","0","20","0","-0.6","5.86","109","149","113","143","303","321","288"
"20",646240,"Rafael Devers","1606","1.2","1.000","3.000","null","4.000","1.993","1.413","0.739","20","20","105.1","28.2","2247","88.5","88.26","0","20","0","-0.2","6.12","115","152","120","152","291","331","310"
"20",519203,"Anthony Rizzo","1707","1.2","1.000","3.000","null","4.000","1.993","1.377","0.733","20","20","104.5","27.6","2271","88.8","88.49","0","20","0","-0.3","5.98","108","157","125","146","297","326","303"
"19",518735,"Yasmani Grandal","1624","1.2","1.000","3.000","null","4.000","1.993","1.341","0.710","19","19","103.3","27.7","2224","89.5","88.99","0","19","0","-0.5","5.88","111","155","121","152","299","324","301"
"19",518618,"Derek Dietrich","1019","1.9","1.000","3.000","null","4.000","1.993","1.254","0.664","19","19","102.6","28.4","2128","89.7","89.62","0","19","0","-0.1","6.16","115","148","115","148","291","321","299"
"19",641598,"Mitch Garver","866","2.2","1.000","3.000","null","4.000","1.993","1.293","0.701","19","19","102.2","26.8","2278","91.2","91.21","0","19","0","0.0","6.22","107","148","117","144","300","323","291"
"19",575929,"Willson Contreras","1211","1.6","1.000","3.000","null","4.000","1.993","1.375","0.741","19","19","105.2","27.5","2194","87.2","86.76","0","19","0","-0.4","5.96","111","153","115","147","303","325","294"
"19",572233,"Christian Walker","1573","1.2","1.000","3.000","null","4.000","1.993","1.599","0.834","19","19","106.1","27.1","2413","91.3","90.98","0","19","0","-0.3","6.01","108","152","115","146","308","327","301"
"19",570267,"Domingo Santana","1834","1.0","1.000","3.000","null","4.000","1.993","1.537","0.794","19","19","105.1","29.7","2385","88.4","88.07","0","19","0","-0.3","5.94","110","152","119","148","302","318","292"
"19",572228,"Luke Voit","1556","1.2","1.000","3.000","null","4.000","1.993","1.641","0.828","19","19","106.1","29.3","2421","88.3","87.70","0","19","0","-0.6","5.90","107","153","120","147","308","326","292"
"18",624424,"Michael Conforto","1578","1.1","1.000","3.000","null","4.000","1.993","1.629","0.820","18","18","106.5","30.4","2162","88.9","88.85","0","18","0","0.0","6.23","120","160","123","153","296","326","305"
"18",666971,"Lourdes Gurriel Jr.","989","1.8","1.000","3.000","null","4.000","1.993","1.382","0.720","18","18","103.9","28.9","2254","86.0","85.41","0","18","0","-0.6","5.79","108","151","119","146","303","331","295"
"18",660162,"Yoan Moncada","1568","1.1","1.000","3.000","null","4.000","1.993","1.622","0.842","18","18","106.2","27.3","2076","88.8","88.79","0","18","0","0.0","6.18","112","146","120","139","297","320","299"
"18",657557,"Paul DeJong","1641","1.1","1.000","3.000","null","4.000","1.993","1.341","0.704","18","18","103.4","28.5","2285","89.2","89.31","0","18","0","0.1","6.19","105","152","119","145","309","326","299"
"18",596059,"Rougned Odor","1382","1.3","1.000","3.000","null","4.000","1.993","1.418","0.747","18","18","105.1","28.3","2159","86.4","85.81","0","18","0","-0.6","5.82","118","159","108","146","297","323","302"
"18",543068,"C.J. Cron","1354","1.3","1.000","3.000","null","4.000","1.993","1.556","0.832","18","18","108.2","26.2","2088","87.6","87.02","0","18","0","-0.6","5.89","107","151","118","144","307","329","296"
"17",621020,"Dansby Swanson","1752","1.0","1.000","3.000","null","4.000","1.993","1.395","0.738","17","17","102.8","28.1","2302","91.7","91.36","0","17","0","-0.3","5.97","103","147","111","144","309","322","292"
"17",650391,"Eloy Jimenez","1010","1.7","1.000","3.000","null","4.000","1.993","1.584","0.819","17","17","106.8","27.1","2254","89.4","89.30","0","17","0","-0.1","6.11","99","149","117","143","304","327","298"
"17",547180,"Bryce Harper","1831","0.9","1.000","3.000","null","4.000","1.993","1.705","0.899","17","17","108.7","26.4","2238","90.5","90.53","0","17","0","0.0","6.13","109","150","120","149","297","327","303"
"17",475253,"Justin Smoak","1420","1.2","1.000","3.000","null","4.000","1.993","1.456","0.764","17","17","103.8","28.3","2215","89.5","88.91","0","17","0","-0.6","5.84","106","158","135","153","297","331","307"
"17",665742,"Juan Soto","1668","1.0","1.000","3.000","null","4.000","1.993","1.536","0.787","17","17","105.8","29.1","2222","89.8","89.82","0","17","0","0.0","6.17","107","149","115","151","302","326","307"
"17",516782,"Starling Marte","1456","1.2","1.000","3.000","null","4.000","1.993","1.577","0.827","17","17","105.0","27.5","2271","89.1","88.88","0","17","0","-0.2","5.94","103","146","108","143","300","321","291"
"17",425783,"Shin-Soo Choo","1749","1.0","1.000","3.000","null","4.000","1.993","1.368","0.708","17","17","104.5","29.1","2394","89.2","88.53","0","17","0","-0.7","5.87","121","157","123","145","293","323","305"
"16",593934,"Miguel Sano","956","1.7","1.000","3.000","null","4.000","1.993","1.688","0.845","16","16","107.3","30.2","2182","88.7","88.30","0","16","0","-0.4","5.92","108","152","120","146","308","330","300"
"16",501981,"Khris Davis","1351","1.2","1.000","3.000","null","4.000","1.993","1.458","0.753","16","16","103.5","29.3","2150","86.6","85.55","0","16","0","-1.1","5.68","107","153","132","145","308","331","299"
"16",502054,"Tommy Pham","1745","0.9","1.000","3.000","null","4.000","1.993","1.407","0.746","16","16","103.9","26.8","2185","87.4","86.73","0","16","0","-0.7","5.74","110","152","117","148","302","326","293"
"16",600303,"Tommy La Stella","1177","1.4","1.000","3.000","null","4.000","1.993","1.277","0.686","16","16","101.7","27.3","2294","89.9","89.38","0","16","0","-0.5","5.96","115","147","110","151","292","320","301"
"16",596019,"Francisco Lindor","1383","1.2","1.000","3.000","null","4.000","1.993","1.207","0.657","16","16","103.5","28.6","2188","89.1","88.74","0","16","0","-0.4","5.93","114","152","111","151","291","323","300"
"16",665487,"Fernando Tatis Jr.","1105","1.4","1.000","3.000","null","4.000","1.993","1.422","0.738","16","16","105.3","29.3","2311","90.6","90.23","0","16","0","-0.4","6.04","106","151","109","147","307","323","296"
"16",663586,"Austin Riley","896","1.8","1.000","3.000","null","4.000","1.993","1.471","0.749","16","16","104.3","28.9","2320","89.3","89.08","0","16","0","-0.2","5.95","103","148","116","144","313","329","299"
"16",571771,"Enrique Hernandez","1446","1.1","1.000","3.000","null","4.000","1.993","1.258","0.683","16","16","102.9","26.9","2139","88.2","87.84","0","16","0","-0.4","5.97","106","151","115","148","301","324","299"
"16",547379,"Roberto Perez","1180","1.4","1.000","3.000","null","4.000","1.993","1.427","0.759","16","16","105.0","27.3","2235","90.6","90.36","0","16","0","-0.2","6.13","109","151","117","148","296","321","293"
"16",545341,"Randal Grichuk","1556","1.0","1.000","3.000","null","4.000","1.993","1.407","0.747","16","16","103.6","27.1","2175","89.1","88.53","0","16","0","-0.6","5.88","104","154","120","146","298","331","298"
"16",664040,"Brandon Lowe","1221","1.3","1.000","3.000","null","4.000","1.993","1.363","0.690","16","16","104.1","31.8","2043","88.5","87.91","0","16","0","-0.6","5.88","113","152","108","152","293","324","302"
"16",553882,"Omar Narvaez","1361","1.2","1.000","3.000","null","4.000","1.993","1.064","0.560","16","16","100.8","31.0","2176","91.4","90.94","0","16","0","-0.5","5.94","118","152","123","152","285","317","300"
"16",656308,"Michael Chavis","1307","1.2","1.000","3.000","null","4.000","1.993","1.557","0.800","16","16","106.0","28.2","2235","86.3","87.51","0","16","0","1.2","6.04","103","152","122","147","296","325","302"
"16",543877,"Christian Vazquez","1214","1.3","1.000","3.000","null","4.000","1.993","1.074","0.576","16","16","100.8","29.1","2177","89.1","89.21","0","16","0","0.1","6.26","110","152","121","151","301","323","290"
"16",592192,"Mark Canha","1056","1.5","1.000","3.000","null","4.000","1.993","1.425","0.737","16","16","103.3","28.9","2162","89.0","88.52","0","16","0","-0.5","5.94","108","153","120","146","300","325","290"
"15",571431,"Matt Adams","833","1.8","1.000","3.000","null","4.000","1.993","1.531","0.775","15","15","105.9","29.7","2202","90.7","90.17","0","15","0","-0.5","5.83","117","169","120","154","300","326","304"
"15",605141,"Mookie Betts","1998","0.8","1.000","3.000","null","4.000","1.993","1.456","0.757","15","15","103.0","28.3","2125","90.2","89.84","0","15","0","-0.4","6.02","109","153","121","145","296","326","301"
"15",405395,"Albert Pujols","1247","1.2","1.000","3.000","null","4.000","1.993","1.355","0.728","15","15","103.1","26.3","2191","87.2","86.92","0","15","0","-0.3","6.02","108","155","124","148","304","324","296"
"15",514888,"Jose Altuve","1044","1.4","1.000","3.000","null","4.000","1.993","1.638","0.832","15","15","105.6","29.0","2287","91.0","90.64","0","15","0","-0.4","6.01","108","151","106","145","291","325","288"
"15",518792,"Jason Heyward","1409","1.1","1.000","3.000","null","4.000","1.993","1.050","0.618","15","15","102.3","26.2","2280","89.3","89.43","0","15","0","0.1","6.16","121","162","126","151","293","322","306"
"15",518934,"DJ LeMahieu","1561","1.0","1.000","3.000","null","4.000","1.993","1.219","0.687","15","15","101.9","26.0","2182","87.6","87.34","0","15","0","-0.3","5.94","111","154","118","151","309","321","283"
"15",641531,"Hunter Dozier","1284","1.2","1.000","3.000","null","4.000","1.993","1.273","0.674","15","15","104.4","29.4","2348","90.4","89.67","0","15","0","-0.7","5.84","109","153","115","147","303","327","299"
"15",458731,"Brett Gardner","1492","1.0","1.000","3.000","null","4.000","1.993","0.952","0.562","15","15","101.0","27.1","2260","91.0","92.03","0","15","0","1.0","6.05","104","150","105","146","286","317","297"
"15",593871,"Jorge Polanco","1792","0.8","1.000","3.000","null","4.000","1.993","1.239","0.659","15","15","102.3","29.3","2186","90.0","89.66","0","15","0","-0.3","6.03","106","148","108","152","294","320","297"
"15",543760,"Marcus Semien","1928","0.8","1.000","3.000","null","4.000","1.993","1.304","0.688","15","15","101.6","28.1","2190","90.3","90.26","0","15","0","0.0","6.11","110","150","114","144","306","321","286"
"15",452254,"Hunter Pence","934","1.6","1.000","3.000","null","4.000","1.993","1.224","0.660","15","15","104.3","29.6","2315","86.3","86.10","0","15","0","-0.2","6.06","109","151","119","146","304","324","296"
"15",460075,"Ryan Braun","1266","1.2","1.000","3.000","null","4.000","1.993","1.604","0.869","15","15","106.0","25.7","2271","90.3","89.97","0","15","0","-0.3","6.08","109","151","117","148","304","323","295"
"15",640457,"Austin Meadows","1455","1.0","1.000","3.000","null","4.000","1.993","1.319","0.710","15","15","103.2","28.3","2235","86.4","85.79","0","15","0","-0.6","5.89","116","151","129","153","289","322","300"
"15",596748,"Maikel Franco","1165","1.3","1.000","3.000","null","4.000","1.993","1.504","0.834","15","15","106.0","24.4","2140","90.3","90.34","0","15","0","0.0","6.26","106","148","114","143","301","322","297"
"15",570731,"Jonathan Schoop","1183","1.3","1.000","3.000","null","4.000","1.993","1.513","0.826","15","15","106.3","25.3","2394","83.9","83.10","0","15","0","-0.8","5.84","109","151","118","145","304","317","290"
"15",520471,"Freddy Galvis","1556","1.0","1.000","3.000","null","4.000","1.993","0.920","0.502","15","15","100.9","31.3","2270","90.0","89.87","0","15","0","-0.1","6.15","106","142","102","144","283","317","294"
"15",488726,"Michael Brantley","1533","1.0","1.000","3.000","null","4.000","1.993","1.146","0.618","15","15","101.0","28.0","2181","88.6","88.18","0","15","0","-0.4","6.09","112","157","122","150","284","323","302"
"15",571745,"Mitch Haniger","1222","1.2","1.000","3.000","null","4.000","1.993","1.525","0.768","15","15","104.0","29.9","2216","89.0","88.46","0","15","0","-0.5","5.87","106","148","120","143","298","315","292"
"14",519346,"Eric Thames","1180","1.2","1.000","3.000","null","4.000","1.993","1.157","0.600","14","14","101.4","30.2","2334","90.5","90.53","0","14","0","0.0","6.19","122","165","140","156","298","326","308"
"14",650490,"Yandy Diaz","1295","1.1","1.000","3.000","null","4.000","1.993","1.107","0.666","14","14","103.8","24.1","2194","87.3","86.99","0","14","0","-0.3","6.15","110","153","121","150","303","327","288"
"14",645302,"Victor Robles","1411","1.0","1.000","3.000","null","4.000","1.993","1.346","0.715","14","14","103.4","28.6","2349","86.8","86.37","0","14","0","-0.4","6.00","103","146","101","146","304","322","297"
"14",542921,"Tim Beckham","1230","1.1","1.000","3.000","null","4.000","1.993","1.508","0.785","14","14","104.2","27.9","2209","89.8","89.33","0","14","0","-0.5","5.96","102","148","112","146","297","314","287"
"14",660271,"Shohei Ohtani","1060","1.3","1.000","3.000","null","4.000","1.993","1.486","0.792","14","14","106.7","29.4","2304","87.9","87.26","0","14","0","-0.6","6.00","110","143","118","145","302","327","304"
"14",642133,"Rowdy Tellez","1106","1.3","1.000","3.000","null","4.000","1.993","1.377","0.740","14","14","104.4","27.0","2368","87.9","87.25","0","14","0","-0.7","5.99","114","159","128","153","289","327","303"
"14",572821,"Brian Dozier","1493","0.9","1.000","3.000","null","4.000","1.993","1.199","0.630","14","14","102.1","30.6","2159","90.2","89.78","0","14","0","-0.4","5.98","102","153","116","146","303","326","301"
"14",645277,"Ozzie Albies","1552","0.9","1.000","3.000","null","4.000","1.993","1.321","0.685","14","14","102.6","30.8","2007","89.4","89.41","0","14","0","0.0","6.19","114","159","109","152","301","328","304"
"14",608577,"Nomar Mazara","1560","0.9","1.000","3.000","null","4.000","1.993","1.667","0.853","14","14","107.5","27.7","2119","85.6","84.95","0","14","0","-0.7","5.92","108","157","124","152","294","324","306"
"14",457759,"Justin Turner","1521","0.9","1.000","3.000","null","4.000","1.993","1.494","0.759","14","14","102.8","28.9","2228","88.2","87.77","0","14","0","-0.4","5.90","109","153","119","149","303","325","298"
"14",595777,"Jurickson Profar","1343","1.0","1.000","3.000","null","4.000","1.993","1.229","0.675","14","14","102.8","27.6","2264","88.5","88.60","0","14","0","0.1","6.19","114","150","108","149","293","322","290"
"14",608385,"Jesse Winker","1301","1.1","1.000","3.000","null","4.000","1.993","1.178","0.609","14","14","101.5","30.6","2298","91.5","91.26","0","14","0","-0.2","6.14","116","155","122","149","291","320","302"
"13",446334,"Evan Longoria","1214","1.1","1.000","3.000","null","4.000","1.993","1.522","0.778","13","13","104.5","29.7","2173","88.9","89.03","0","13","0","0.1","6.18","111","154","119","148","305","323","296"
"13",664068,"Scott Kingery","1128","1.2","1.000","3.000","null","4.000","1.993","1.341","0.699","13","13","103.7","29.8","2275","91.1","91.26","0","13","0","0.2","6.34","110","153","113","146","301","317","289"
"13",453943,"Todd Frazier","1186","1.1","1.000","3.000","null","4.000","1.993","1.111","0.607","13","13","101.6","28.6","2357","92.9","92.18","0","13","0","-0.7","5.93","107","153","116","147","299","321","298"
"13",430945,"Adam Jones","1385","0.9","1.000","3.000","null","4.000","1.993","1.454","0.772","13","13","104.1","28.3","2284","87.7","87.43","0","13","0","-0.3","6.01","112","152","115","146","310","327","297"
"13",605119,"Brian Anderson","1486","0.9","1.000","3.000","null","4.000","1.993","1.161","0.607","13","13","102.5","29.5","2268","86.5","86.19","0","13","0","-0.3","5.99","109","150","116","146","309","321","292"
"13",519048,"Mitch Moreland","720","1.8","1.000","3.000","null","4.000","1.993","1.357","0.723","13","13","104.1","27.1","2146","92.3","92.12","0","13","0","-0.2","6.16","115","165","138","152","284","328","311"
"13",543333,"Eric Hosmer","1639","0.8","1.000","3.000","null","4.000","1.993","1.525","0.808","13","13","105.0","26.2","2043","88.9","88.58","0","13","0","-0.3","6.06","115","153","113","152","297","325","306"
"13",542454,"Danny Santana","988","1.3","1.000","3.000","null","4.000","1.993","1.454","0.764","13","13","105.3","28.9","2288","90.5","90.40","0","13","0","-0.1","6.21","107","148","101","149","296","323","297"
"13",541645,"Avisail Garcia","1365","1.0","1.000","3.000","null","4.000","1.993","1.593","0.796","13","13","106.9","30.8","2240","86.9","86.25","0","13","0","-0.7","5.96","108","155","122","149","310","336","297"
"13",621311,"David Dahl","1455","0.9","1.000","3.000","null","4.000","1.993","1.121","0.604","13","13","101.8","29.5","2186","90.3","90.43","0","13","0","0.1","6.09","117","156","116","152","303","328","310"
"12",657077,"Alex Verdugo","1345","0.9","1.000","3.000","null","4.000","1.993","1.222","0.680","12","12","101.8","26.2","2233","89.8","89.49","0","12","0","-0.3","5.88","119","153","110","152","297","324","304"
"12",592663,"J.T. Realmuto","1495","0.8","1.000","3.000","null","4.000","1.993","1.241","0.702","12","12","103.8","25.8","2201","90.3","90.24","0","12","0","-0.1","6.14","108","153","118","147","306","324","296"
"12",503556,"Marwin Gonzalez","1306","0.9","1.000","3.000","null","4.000","1.993","1.379","0.712","12","12","104.6","31.0","2110","85.2","84.64","0","12","0","-0.6","5.92","108","151","114","150","297","322","294"
"12",608348,"Carson Kelly","982","1.2","1.000","3.000","null","4.000","1.993","1.145","0.608","12","12","101.9","29.5","2347","89.6","89.24","0","12","0","-0.4","6.10","111","154","122","146","311","324","292"
"12",596105,"Dwight Smith Jr","1234","1.0","1.000","3.000","null","4.000","1.993","1.368","0.741","12","12","104.4","26.3","2185","89.4","88.67","0","12","0","-0.7","5.79","114","143","106","147","287","320","297"
"12",606115,"Orlando Arcia","1451","0.8","1.000","3.000","null","4.000","1.993","1.279","0.701","12","12","102.0","27.0","2183","89.3","88.97","0","12","0","-0.3","5.95","105","148","106","146","302","316","288"
"12",467055,"Pablo Sandoval","970","1.2","1.000","3.000","null","4.000","1.993","1.511","0.810","12","12","104.7","26.3","2162","89.6","89.12","0","12","0","-0.5","5.85","115","155","119","152","293","326","304"
"12",641525,"Brandon Dixon","853","1.4","1.000","3.000","null","4.000","1.993","1.282","0.661","12","12","103.5","30.7","2303","87.2","86.71","0","12","0","-0.5","5.82","108","149","115","145","302","325","289"
