"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2019-07-21","86.1","-2.0997","6.1239","Wrigley Field",642336,543294,"home_run","hit_into_play_score",,,,,4,"Francisco Mejia homers (4) on a line drive to right center field.  ","R","L","R","CHC","SD","X","null","line_drive",3,2,2019,"-0.9715","0.8487","-0.5535","2.5700","null","null","null",0,7,"Top","194.90","52.92",,,455117,,"190721_203054","5.5701","-125.2877","-3.9647","-11.1500","21.0536","-22.7805","3.2692","1.6097","381","102.6","21","86.1580","1926","5.9540",565177,543294,455117,519203,596825,592178,595879,656941,546991,518792,"54.5453","0.708","0.994","2.00",1,0,3,6,46,"6","Sinker",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"CH","2019-07-20","86.4","2.7001","5.9973","Wrigley Field",592669,500779,"home_run","hit_into_play_score",,,,,3,"Hunter Renfroe homers (28) on a fly ball to center field.  ","R","R","L","CHC","SD","X","null","fly_ball",0,0,2019,"0.4297","0.9951","0.5835","3.2034","null","null","null",1,5,"Top","149.54","18.83",,,605170,,"190720_201155","-5.8925","-125.7500","-2.5230","5.6006","21.9112","-21.3369","3.6116","1.7422","428","107.1","23","86.6900","1445","6.1500",565176,500779,605170,519203,608365,623520,595879,596825,546991,592178,"54.3490","0.958","1.806","2.00",1,0,3,6,43,"1","Changeup",6,4,4,6,4,6,4,6,"Strategic","Standard"
"SI","2019-07-20","90.3","2.0974","6.3223","Wrigley Field",595879,664192,"home_run","hit_into_play_score",,,,,8,"Javier Baez homers (24) on a fly ball to left center field.   David Bote scores.    Albert Almora scores.  ","R","R","L","CHC","SD","X","null","fly_ball",1,0,2019,"0.8882","1.0764","0.0027","2.2138","null",623520,546991,2,4,"Bot","59.04","37.16",,,595978,,"190720_200413","-7.0943","-131.2811","-6.6136","11.6692","24.4753","-18.5929","3.5882","1.7422","412","101.7","26","90.6970","2161","6.3150",565176,664192,595978,543333,649966,592518,665487,592669,622534,614177,"54.1847","0.784","1.424","2.00",1,0,3,6,40,"2","Sinker",3,4,3,4,4,3,3,4,"Standard","Strategic"
"CH","2019-07-20","88.1","2.7608","5.9468","Wrigley Field",592518,500779,"home_run","hit_into_play_score",,,,,14,"Manny Machado homers (25) on a fly ball to right center field.    Manuel Margot scores.  ","R","R","L","CHC","SD","X","null","fly_ball",2,1,2019,"0.6192","1.1489","0.9439","2.7220","null",622534,"null",0,3,"Top","186.14","37.43",,,605170,,"190720_192211","-5.7228","-128.1595","-4.1502","8.0219","25.9143","-18.8014","3.7280","1.9056","406","101.3","23","88.4630","1372","6.4840",565176,500779,605170,519203,608365,623520,595879,596825,546991,592178,"54.0151","0.653","1.023","2.00",1,0,3,6,22,"4","Changeup",2,1,1,2,1,2,1,2,"Standard","Standard"
"SI","2019-07-20","92.1","2.5807","6.0140","Wrigley Field",665487,500779,"home_run","hit_into_play_score",,,,,6,"Fernando Tatis homers (16) on a fly ball to center field.  ","R","R","L","CHC","SD","X","null","fly_ball",2,1,2019,"1.0626","1.1140","0.5754","2.4942","null","null","null",0,3,"Top","166.70","3.95",,,605170,,"190720_191823","-7.3568","-133.9226","-5.5046","14.2612","27.5462","-17.8899","3.6813","1.7887","468","108.4","25","92.0110","2045","6.1690",565176,500779,605170,519203,608365,623520,595879,596825,546991,592178,"54.3300","0.982","1.970","2.00",1,0,3,6,20,"4","Sinker",2,0,0,2,0,2,0,2,"Standard","Standard"
"FT","2019-07-19","93.8","-1.0328","6.2324","Wrigley Field",647304,467008,"home_run","hit_into_play_score",,,,,5,"Josh Naylor homers (3) on a line drive to center field.  ","R","L","R","CHC","SD","X","null","line_drive",0,0,2019,"-0.9721","0.7930","-0.1359","2.7051","null","null","null",0,8,"Top","144.16","9.23",,,455117,,"190719_205837","4.4542","-136.5258","-5.2008","-13.0855","26.5369","-21.3884","3.4896","1.8069","448","109.4","18","94.2120","2358","6.2560",565175,467008,455117,519203,608365,623520,595879,592178,546991,518792,"54.2430","0.776","1.119","2.00",1,0,3,6,64,"1","2-Seam Fastball",5,4,4,5,4,5,4,5,"Infield shift","Standard"
"CU","2019-07-19","75.0","2.4504","6.1059","Wrigley Field",595879,641778,"home_run","hit_into_play_score",,,,,14,"Javier Baez homers (23) on a fly ball to right center field.  ","R","R","L","CHC","SD","X","null","fly_ball",1,0,2019,"-0.5880","-0.3990","0.0667","1.4567","null","null","null",1,5,"Bot","189.69","41.08",,,642336,,"190719_200835","-3.8584","-109.0715","-1.7500","-3.8729","18.9828","-35.2141","3.4223","1.6473","401","107.0","38","73.7950","2399","5.3970",565175,641778,642336,543333,435079,592518,665487,592669,622534,614177,"55.1027","0.626","1.284","2.00",1,0,3,6,46,"2","Curveball",4,4,4,4,4,4,4,4,"Standard","Standard"
"FF","2019-07-19","92.0","2.3102","6.1022","Wrigley Field",519203,641778,"home_run","hit_into_play_score",,,,,5,"Anthony Rizzo hits a grand slam (20) to left center field.   Albert Almora scores.    Javier Baez scores.    Kris Bryant scores.  ","R","L","L","CHC","SD","X","null","fly_ball",0,1,2019,"0.5635","1.3807","-0.2259","2.6181",546991,595879,592178,2,3,"Bot","59.03","58.97",,,642336,,"190719_192339","-7.5832","-133.7250","-5.9526","8.1917","25.8011","-14.7486","3.4799","1.6900","366","98.6","34","91.7980","2254","5.9950",565175,641778,642336,543333,435079,592518,665487,592669,622534,614177,"54.5045","0.321","0.577","2.00",1,0,3,5,29,"2","4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard"
"FC","2019-07-19","88.2","2.6514","5.6985","Wrigley Field",592518,452657,"home_run","hit_into_play_score",,,,,13,"Manny Machado homers (24) on a fly ball to left center field.   Manuel Margot scores.  ","R","R","L","CHC","SD","X","null","fly_ball",0,0,2019,"-0.0419","1.0042","-0.9035","2.4459","null","null",622534,0,3,"Top","65.52","46.42",,,455117,,"190719_190033","-8.5656","-128.3058","-3.9815","1.0577","22.8565","-20.4375","3.5090","1.7702","387","93.3","30","88.8010","2372","6.3700",565175,452657,455117,519203,608365,623520,595879,592178,546991,518792,"54.1292","0.150","0.255","2.00",1,0,3,3,19,"1","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"CU","2019-07-17","82.4","-0.7809","5.8205","Wrigley Field",608365,543243,"home_run","hit_into_play_score",,,,,5,"Addison Russell homers (6) on a fly ball to left field.  ","R","R","R","CHC","CIN","X","null","fly_ball",1,1,2019,"1.0674","-0.9901","-0.1588","2.1662","null","null","null",2,2,"Bot","38.45","58.43",,,492802,,"190717_185519","-0.6305","-120.0526","0.0763","10.3478","22.4435","-41.9012","3.3710","1.5350","389","101.8","22","82.2260","2763","6.0270",565174,543243,492802,458015,571697,553993,578428,518618,669222,624577,"54.4723","0.682","0.940","2.00",1,0,3,6,14,"3","Curveball",1,0,1,0,0,1,1,0,"Standard","Standard"
"FF","2019-07-17","91.9","-0.9018","5.7293","Wrigley Field",592178,543243,"home_run","hit_into_play_score",,,,,5,"Kris Bryant homers (20) on a fly ball to center field.  ","R","R","R","CHC","CIN","X","null","fly_ball",0,0,2019,"0.1046","0.8511","-0.0394","2.4480","null","null","null",2,1,"Bot","85.65","28.91",,,492802,,"190717_183434","1.9662","-133.9230","-4.4190","0.9061","25.1345","-21.1545","3.2200","1.5800","412","100.8","25","92.7830","2371","6.4440",565174,543243,492802,458015,571697,553993,578428,518618,669222,624577,"54.0560","0.666","1.140","2.00",1,0,3,6,6,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-16","96.0","-1.4355","5.8597","Wrigley Field",656941,628452,"home_run","hit_into_play_score",,,,,5,"Kyle Schwarber homers (21) on a fly ball to left center field.  ","R","L","R","CHC","CIN","X","null","fly_ball",1,1,2019,"-0.7246","1.2011","-0.0387","2.6262","null","null","null",1,10,"Bot","71.33","57.47",,,571657,,"190717_033735","5.3459","-139.7430","-5.7304","-10.6704","29.2124","-15.3402","3.3360","1.5450","359","99.6","38","96.4740","2388","6.3800",565173,628452,571657,458015,606299,553993,578428,640447,669222,624577,"54.1196","0.213","0.424","2.00",1,0,3,5,79,"3","4-Seam Fastball",3,3,3,3,3,3,3,3,"Infield shift","Standard"
"FT","2019-07-16","94.1","-1.5526","5.7898","Wrigley Field",592178,543101,"home_run","hit_into_play_score",,,,,4,"Kris Bryant homers (19) on a fly ball to left center field.  ","R","R","R","CHC","CIN","X","null","fly_ball",2,0,2019,"-1.0733","0.7285","-0.7146","2.4662","null","null","null",2,6,"Bot","78.01","34.00",,,571657,,"190717_014923","4.5676","-136.9782","-4.5867","-14.5454","27.8582","-22.1936","3.1918","1.5547","405","103.3","34","94.6440","2076","6.4100",565173,543101,571657,458015,518618,553993,606299,608385,669222,624577,"54.0895","0.624","1.215","2.00",1,0,3,6,47,"3","2-Seam Fastball",2,3,2,3,3,2,2,3,"Infield shift","Standard"
"FF","2019-07-16","95.8","-1.6320","6.0169","Wrigley Field",596825,543101,"home_run","hit_into_play_score",,,,,4,"Robel Garcia homers (3) on a fly ball to center field.   Anthony Rizzo scores.  ","R","L","R","CHC","CIN","X","null","fly_ball",0,0,2019,"-0.7870","1.3425","-0.4861","2.7207","null","null",519203,0,2,"Bot","101.57","34.82",,,571657,,"190717_003624","4.7728","-139.4694","-6.1657","-11.2203","26.7832","-13.6056","3.4624","1.7088","392","99.8","33","96.1530","2289","6.1410",565173,543101,571657,458015,518618,553993,606299,608385,669222,624577,"54.3584","0.463","0.847","2.00",1,0,3,6,16,"1","4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard"
"FF","2019-07-16","91.7","-3.2657","5.7351","Wrigley Field",553993,621219,"home_run","hit_into_play_score",,,,,6,"Eugenio Suarez homers (23) on a fly ball to center field.  ","R","R","R","CHC","CIN","X","null","fly_ball",3,2,2019,"-0.8865","1.1396","0.7487","2.4240","null","null","null",2,1,"Top","97.06","28.58",,,455117,,"190717_000938","11.9946","-133.0186","-4.9630","-12.8361","25.1951","-17.8503","3.3924","1.6075","408","102.8","26","91.7260","2253","6.2170",565173,621219,455117,519203,596825,592178,595879,656941,546991,518792,"54.2821","0.863","1.674","2.00",1,0,3,6,3,"7","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-15","79.3","-3.4835","3.9177","Wrigley Field",592200,518553,"home_run","hit_into_play_score",,,,,4,"Curt Casali homers (6) on a fly ball to left field.  ","R","R","R","CHC","CIN","X","null","fly_ball",0,0,2019,"0.5607","-0.0075","-0.2836","2.7608","null","null","null",0,7,"Top","43.79","67.38",,,605170,,"190716_020613","6.0255","-115.4425","4.2720","4.2283","19.0468","-33.0966","3.4900","1.6010","366","100.3","43","81.1530","2183","7.2720",565172,518553,605170,519203,608365,623520,595879,656941,518792,592178,"53.2272","0.084","0.146","2.00",1,0,3,3,53,"1","Slider",3,2,2,3,2,3,2,3,"Standard","Standard"
"CH","2019-07-15","78.9","-2.1040","6.3013","Wrigley Field",624577,543294,"home_run","hit_into_play_score",,,,,6,"Yasiel Puig homers (22) on a fly ball to left field.  ","R","R","R","CHC","CIN","X","null","fly_ball",0,1,2019,"-0.8570","1.0895","0.3055","2.7110","null","null","null",1,6,"Top","23.05","94.48",,,605170,,"190716_014118","6.7113","-114.6982","-2.9943","-8.5702","19.1693","-22.4283","3.5600","1.6700","360","93.8","44","78.3020","2151","5.7070",565172,543294,605170,519203,608365,623520,595879,656941,518792,592178,"54.7923","0.018","0.032","2.00",1,0,3,3,43,"2","Changeup",3,1,1,3,1,3,1,3,"Infield shift","Strategic"
"CH","2019-07-15","87.9","-2.6798","5.1135","Wrigley Field",656941,622491,"home_run","hit_into_play_score",,,,,4,"Kyle Schwarber homers (20) on a fly ball to left center field.  ","R","L","R","CHC","CIN","X","null","fly_ball",2,1,2019,"-1.2966","0.3836","-0.3100","2.1264","null","null","null",2,3,"Bot","74.82","25.20",,,592200,,"190716_005355","8.1227","-127.6096","-1.8480","-15.2621","25.4199","-28.0348","3.3300","1.5800","426","110.1","24","86.1050","1900","5.1970",565172,622491,592200,458015,571697,553993,578428,518618,669222,624577,"55.3021","0.987","1.964","2.00",1,0,3,6,23,"4","Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"SI","2019-07-15","88.2","-2.0333","6.1537","Wrigley Field",553993,543294,"home_run","hit_into_play_score",,,,,5,"Eugenio Suarez homers (22) on a fly ball to left center field.  ","R","R","R","CHC","CIN","X","null","fly_ball",3,2,2019,"-1.3436","0.9220","-0.2594","2.7106","null","null","null",2,1,"Top","79.50","45.88",,,605170,,"190716_000946","6.9876","-128.1549","-4.1408","-15.9857","25.0234","-21.5577","3.4300","1.5900","378","95.6","25","87.6150","2019","5.8790",565172,543294,605170,519203,608365,623520,595879,656941,518792,592178,"54.6202","0.340","0.520","2.00",1,0,3,5,3,"6","Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-14","91.6","-1.6040","5.5972","Wrigley Field",656941,592866,"home_run","hit_into_play_score",,,,,6,"Kyle Schwarber homers (19) on a fly ball to right field.  ","R","L","R","CHC","PIT","X","null","fly_ball",0,0,2019,"-0.5189","1.0179","0.4606","2.2162","null","null","null",1,6,"Bot","225.27","41.31",,,553869,,"190714_202448","6.3455","-133.3365","-4.9717","-7.4123","23.9467","-19.1543","3.3300","1.5900","437","112.0","30","92.4100","2221","6.3900",565171,592866,553869,605137,624428,628356,621028,572816,516782,668804,"54.1100","0.974","1.998","2.00",1,0,3,6,53,"1","4-Seam Fastball",6,3,6,3,3,6,6,3,"Infield shift","Standard"
"FF","2019-07-14","89.4","-1.7770","5.4903","Wrigley Field",546991,592866,"home_run","hit_into_play_score",,,,,8,"Albert Almora homers (9) on a fly ball to left field.  ","R","R","R","CHC","PIT","X","null","fly_ball",3,1,2019,"-0.4108","0.9993","-0.2435","1.7876","null","null","null",1,6,"Bot","33.21","44.50",,,553869,,"190714_202351","4.6728","-130.2140","-5.3521","-5.5863","23.2236","-19.8318","3.3800","1.5700","423","108.7","23","90.4140","2193","6.5220",565171,592866,553869,605137,624428,628356,621028,572816,516782,668804,"53.9777","0.979","1.898","2.00",1,0,3,6,52,"5","4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard"
"CH","2019-07-14","83.9","-1.6652","5.4331","Wrigley Field",518792,592866,"home_run","hit_into_play_score",,,,,4,"Jason Heyward homers (15) on a fly ball to right center field.    Anthony Rizzo scores.  ","R","L","R","CHC","PIT","X","null","fly_ball",1,1,2019,"-1.0671","0.6257","-0.4726","2.3522","null","null",519203,2,5,"Bot","172.00","29.50",,,553869,,"190714_200913","4.8887","-122.2081","-2.0649","-11.6637","20.6833","-25.6515","3.5300","1.6700","410","107.8","25","84.6940","1881","6.4390",565171,592866,553869,605137,624428,628356,621028,572816,516782,668804,"54.0607","0.982","1.970","2.00",1,0,3,6,46,"3","Changeup",3,3,3,3,3,3,3,3,"Strategic","Standard"
"FT","2019-07-13","93.7","2.1587","5.9801","Wrigley Field",516782,600968,"home_run","hit_into_play_score",,,,,5,"Starling Marte homers (15) on a line drive to left center field.  ","R","R","L","CHC","PIT","X","null","line_drive",0,1,2019,"1.3096","0.6812","0.1457","2.6927","null","null","null",0,8,"Top","53.30","56.74",,,575929,,"190713_210422","-7.8142","-136.2159","-4.1964","17.3494","25.5602","-23.3555","3.5000","1.6400","377","107.5","19","92.4880","2098","5.2960",565170,600968,575929,519203,608365,623520,595879,592178,546991,518792,"55.2036","0.810","1.195","2.00",1,0,3,6,67,"2","2-Seam Fastball",10,3,3,10,3,10,3,10,"Standard","Standard"
"FF","2019-07-13","90.7","2.6335","5.7042","Wrigley Field",516782,452657,"home_run","hit_into_play_score",,,,,2,"Starling Marte homers (14) on a fly ball to left center field.  ","R","R","L","CHC","PIT","X","null","fly_ball",3,2,2019,"0.5787","1.4197","0.2206","3.5152","null","null","null",2,6,"Top","79.45","43.17",,,575929,,"190713_202149","-7.2916","-131.9339","-2.6327","8.2579","26.0861","-15.1270","3.6500","1.7500","384","99.5","27","91.1920","2213","6.4490",565170,452657,575929,519203,608365,592178,595879,656941,546991,518792,"54.0506","0.650","1.221","2.00",1,0,3,6,51,"7","4-Seam Fastball",10,1,1,10,1,10,1,10,"Standard","Standard"
"CH","2019-07-13","84.7","2.6599","5.8275","Wrigley Field",628356,452657,"home_run","hit_into_play_score",,,,,2,"Jung Ho Kang homers (9) on a fly ball to left field.  ","R","R","L","CHC","PIT","X","null","fly_ball",0,0,2019,"1.0152","0.4951","0.1915","3.1699","null","null","null",1,5,"Top","15.51","56.94",,,575929,,"190713_195943","-7.6856","-123.1724","-0.9408","11.5395","19.5321","-27.1813","3.4500","1.6200","422","107.2","32","84.7280","1740","5.8970",565170,452657,575929,519203,608365,592178,595879,656941,546991,518792,"54.6020","0.913","1.860","2.00",1,0,3,6,42,"1","Changeup",10,0,0,10,0,10,0,10,"Standard","Standard"
"FF","2019-07-13","92.7","-2.0537","6.1118","Wrigley Field",452657,608717,"home_run","hit_into_play_score",,,,,11,"Jon Lester homers (1) on a fly ball to left center field.  ","R","L","R","CHC","PIT","X","null","fly_ball",3,2,2019,"-0.5086","1.3434","-0.7961","3.6490","null","null","null",2,3,"Bot","72.02","49.17",,,553869,,"190713_193324","4.3280","-135.0125","-3.4864","-7.1151","26.9309","-15.1644","3.4600","1.6200","376","99.1","39","93.1550","2471","6.3230",565170,608717,553869,605137,621028,591741,628356,668804,516782,466320,"54.1766","0.142","0.266","2.00",1,0,3,3,29,"6","4-Seam Fastball",7,0,7,0,0,7,7,0,"Standard","Standard"
"CU","2019-07-13","81.4","-1.5763","6.4357","Wrigley Field",575929,543475,"home_run","hit_into_play_score",,,,,6,"Willson Contreras homers (19) on a fly ball to right center field.    Kris Bryant scores.    Anthony Rizzo scores.  ","R","R","R","CHC","PIT","X","null","fly_ball",2,2,2019,"0.1489","-0.7993","0.4450","2.1667",592178,"null",519203,1,1,"Bot","172.32","32.81",,,553869,,"190713_184311","4.2445","-118.5267","-1.4605","0.5777","22.7810","-39.5998","3.2000","1.4900","407","103.2","23","81.2560","2216","6.1680",565170,543475,553869,605137,621028,591741,628356,668804,516782,466320,"54.3311","0.810","1.342","2.00",1,0,3,6,9,"6","Curveball",1,0,1,0,0,1,1,0,"Standard","Standard"
"FT","2019-07-12","93.4","-0.5419","6.1188","Wrigley Field",516782,467008,"home_run","hit_into_play_score",,,,,2,"Starling Marte homers (13) on a fly ball to left center field.   Jose Osuna scores.    Bryan Reynolds scores.  ","R","R","R","CHC","PIT","X","null","fly_ball",2,0,2019,"-0.7070","0.9806","0.2355","3.1069","null",591741,668804,2,8,"Top","76.30","29.50",,,605170,,"190712_211805","3.5158","-136.0551","-4.1858","-9.4231","26.3557","-19.4449","3.5100","1.6300","454","108.1","29","93.4210","2569","5.9820",565169,467008,605170,519203,608365,623520,595879,592178,546991,518792,"54.5172","0.968","1.958","2.00",1,0,3,6,58,"3","2-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard"
"SL","2019-07-12","86.7","-1.2192","6.3707","Wrigley Field",592178,502042,"home_run","hit_into_play_score",,,,,1,"Kris Bryant homers (18) on a fly ball to left field.  ","R","R","R","CHC","PIT","X","null","fly_ball",2,2,2019,"0.4674","0.0102","-0.4691","2.7939","null","null","null",0,7,"Bot","39.69","68.64",,,607732,,"190712_204206","0.8626","-126.1776","-2.4113","4.6887","22.5649","-31.8770","3.2500","1.5800","368","94.9","33","85.4710","null","5.2180",565169,502042,607732,605137,624428,592567,621028,668804,516782,466320,"55.2812","0.258","0.478","2.00",1,0,3,3,46,"6","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2019-06-27","91.0","-3.6431","3.9837","Wrigley Field",645277,518553,"home_run","hit_into_play_score",,,,,4,"Ozzie Albies homers (13) on a fly ball to center field.  ","R","L","R","CHC","ATL","X","null","fly_ball",2,1,2019,"-1.3514","0.2739","-0.2817","2.1398","null","null","null",0,6,"Top","115.34","20.02",,,605170,,"190627_201705","11.6744","-132.2571","0.6362","-18.7951","24.7841","-29.0685","3.2700","1.5600","423","103.5","30","93.2270","2325","7.4020",565168,518553,605170,519203,518614,592178,595879,656941,546991,518792,"53.0975","0.824","1.665","2.00",1,0,3,6,50,"4","Sinker",8,6,6,8,6,8,6,8,"Standard","Standard"
"FC","2019-06-27","88.3","-0.9163","5.9225","Wrigley Field",605170,458708,"home_run","hit_into_play_score",,,,,5,"Victor Caratini homers (2) on a fly ball to right center field.    Jason Heyward scores.  ","R","L","R","CHC","ATL","X","null","fly_ball",1,0,2019,"0.3730","0.8711","0.0810","2.5676",518792,"null","null",2,5,"Bot","178.46","34.61",,,452095,,"190627_201145","1.6519","-128.4807","-3.8244","3.7112","22.8636","-22.3772","3.3200","1.6100","407","107.3","22","87.0130","2518","5.1630",565168,458708,452095,518692,645277,518626,621020,622666,660670,455976,"55.3366","0.940","1.670","2.00",1,0,3,6,48,"2","Cutter",6,6,6,6,6,6,6,6,"Standard","Standard"
"CH","2019-06-27","88.4","-2.1187","5.4719","Wrigley Field",518692,543022,"home_run","hit_into_play_score",,,,,7,"Freddie Freeman homers (22) on a fly ball to left center field.   Dansby Swanson scores.  ","R","L","R","CHC","ATL","X","null","fly_ball",1,1,2019,"-0.7673","0.5803","-0.3888","1.7775","null",621020,"null",0,3,"Top","51.49","62.72",,,605170,,"190627_190338","5.7826","-128.7897","-4.2745","-9.5225","19.8171","-25.1551","3.5900","1.7900","366","92.6","29","89.1680","1619","6.1290",565168,543022,605170,519203,518614,592178,595879,656941,518792,471865,"54.3705","0.160","0.240","2.00",1,0,3,3,20,"3","Changeup",1,2,2,1,2,1,2,1,"Standard","Standard"
"CU","2019-06-27","80.4","-3.5123","5.4313","Wrigley Field",656941,669060,"home_run","hit_into_play_score",,,,,6,"Kyle Schwarber homers (17) on a fly ball to right field.  ","R","L","R","CHC","ATL","X","null","fly_ball",1,1,2019,"1.1746","0.0867","0.3077","2.4796","null","null","null",0,1,"Bot","225.43","66.19",,,452095,,"190627_182827","6.2526","-117.1142","-0.1248","9.8322","19.0722","-31.5457","3.3200","1.5900","390","102.4","27","80.7630","2329","6.1750",565168,669060,452095,518692,645277,518626,621020,663586,660670,455976,"54.3249","0.742","1.472","2.00",1,0,3,6,4,"3","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2019-06-26","85.6","1.1440","6.2004","Wrigley Field",592178,572971,"home_run","hit_into_play_score",,,,,4,"Kris Bryant homers (16) on a fly ball to left center field.  ","R","R","L","CHC","ATL","X","null","fly_ball",1,0,2019,"-0.2569","0.6906","-0.7648","2.1703","null","null","null",2,5,"Bot","61.56","28.34",,,435263,,"190627_023532","-3.9617","-124.6011","-4.6536","-1.9811","21.1806","-24.4541","3.1768","1.5645","429","104.0","33","85.3940","2236","5.7960",565167,572971,435263,518692,645277,518626,621020,622666,660670,455976,"54.7032","0.724","1.448","2.00",1,0,3,6,42,"2","Cutter",1,5,1,5,5,1,1,5,"Infield shift","Standard"
"FT","2019-06-26","87.3","1.3437","6.1299","Wrigley Field",575929,572971,"home_run","hit_into_play_score",,,,,5,"Willson Contreras homers (17) on a fly ball to left center field.  ","R","R","L","CHC","ATL","X","null","fly_ball",2,0,2019,"0.8936","0.4889","-0.0548","2.3129","null","null","null",1,4,"Bot","50.77","57.73",,,435263,,"190627_021639","-5.1679","-127.1523","-4.1325","10.6059","21.3755","-26.3391","3.0368","1.3541","377","102.5","38","87.7230","2010","6.1060",565167,572971,435263,518692,645277,518626,621020,622666,660670,455976,"54.3937","0.400","0.785","2.00",1,0,3,5,33,"3","2-Seam Fastball",0,5,0,5,5,0,0,5,"Standard","Standard"
"FF","2019-06-26","93.3","-2.1737","5.5582","Wrigley Field",455976,506433,"home_run","hit_into_play_score",,,,,5,"Nick Markakis homers (7) on a fly ball to center field.   Freddie Freeman scores.    Josh Donaldson scores.  ","R","L","R","CHC","ATL","X","null","fly_ball",2,0,2019,"-0.4148","1.1948","0.1058","2.5065","null",518692,518626,1,3,"Top","161.78","28.50",,,575929,,"190627_010054","6.8252","-135.8987","-4.8395","-6.5464","26.2951","-16.3634","3.5735","1.8217","411","106.6","21","94.3420","2516","6.5840",565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,"53.9151","0.897","1.540","2.00",1,0,3,6,22,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-06-26","94.9","-2.1816","5.6173","Wrigley Field",435263,506433,"home_run","hit_into_play_score",,,,,6,"Brian McCann homers (8) on a fly ball to right field.  ","R","L","R","CHC","ATL","X","null","fly_ball",2,2,2019,"-0.1361","1.3160","0.3323","2.5524","null","null","null",1,2,"Top","247.16","79.96",,,575929,,"190627_003529","6.8997","-138.1416","-5.3695","-3.1548","27.9738","-14.2781","3.3948","1.7753","397","104.2","31","95.5100","2514","6.4200",565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,"54.0797","0.824","1.644","2.00",1,0,3,6,12,"5","4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard"
"CH","2019-06-25","85.2","2.9882","6.3832","Wrigley Field",645277,543557,"home_run","hit_into_play_score",,,,,2,"Ozzie Albies homers (12) on a fly ball to right center field.    Brian McCann scores.  ","R","R","L","CHC","ATL","X","null","fly_ball",0,0,2019,"1.3493","0.7821","0.2176","2.8367","null","null",435263,1,7,"Top","173.02","32.59",,,575929,,"190626_021007","-9.1588","-123.6693","-3.5531","15.5746","24.0531","-23.7050","3.2800","1.5400","395","104.9","38","84.9290","2059","6.1960",565166,543557,575929,519203,608365,623520,595879,656941,546991,592178,"54.3034","0.545","1.133","2.00",1,0,3,6,50,"1","Changeup",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2019-06-25","93.9","-1.9956","5.9437","Wrigley Field",660670,640470,"home_run","hit_into_play_score",,,,,5,"Ronald Acuna homers (19) on a fly ball to left center field.  ","R","R","R","CHC","ATL","X","null","fly_ball",0,0,2019,"-1.1292","1.2891","-0.0956","2.4467","null","null","null",0,1,"Top","52.90","60.79",,,575929,,"190626_000622","7.3435","-136.3489","-6.0656","-15.5857","31.4360","-15.1558","3.5100","1.6500","413","110.0","46","93.1380","2402","6.0660",565166,640470,575929,519203,608365,623520,595879,656941,546991,592178,"54.4340","0.268","0.496","2.00",1,0,3,6,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
